,zero_rate,variance
OSTC,0.08877284595300261,2128.009104206251
ZC3H15,0.08616187989556136,2127.0994627698105
PCDHAC2,0.25326370757180156,2126.8214017196847
EHD4,0.3838120104438642,2125.345959837595
PPP1R12A-AS2,0.1462140992167102,2124.099626809564
ST6GALNAC6,0.2819843342036554,2123.5234508495864
RBPMS,0.13577023498694518,2123.259032438861
BAD,0.10966057441253264,2123.1029896244854
CEP68,0.38642297650130547,2122.5908575178023
ARL16,0.14882506527415143,2121.9204954000515
CUTALP,0.13838120104438642,2120.6876683116207
KRT15,0.6892950391644909,2115.9786748321912
MID2,0.33159268929503916,2115.3084630842222
BATF,0.28720626631853785,2114.867387530252
THTPA,0.08616187989556136,2113.604199417661
PDF,0.13838120104438642,2113.536300630187
PPP1R26,0.4360313315926893,2112.6446898965232
STK3,0.1174934725848564,2111.992877940754
MBNL2,0.2924281984334204,2111.7508372862326
RPA3,0.1279373368146214,2111.539102975953
BBS1,0.412532637075718,2111.4760570311573
FGFR1,0.4412532637075718,2111.293098027428
TMPRSS13,0.36553524804177545,2110.059204680602
NUDCD1,0.057441253263707574,2108.1738958074197
TSPAN4,0.4177545691906005,2106.831052725117
IGBP1,0.1906005221932115,2106.101718316405
SMARCAL1,0.3289817232375979,2105.7693190983287
WBP1L,0.3237597911227154,2104.6056347654894
CUL9,0.47780678851174935,2104.0624991456366
ARHGEF19,0.5013054830287206,2102.9134553606814
SSR3,0.07571801566579635,2102.165762169702
DGAT1,0.08877284595300261,2101.2360532035595
FZD6,0.1279373368146214,2100.4802673847935
ST20-MTHFS,0.09138381201044386,2098.523245799899
GGA1,0.20365535248041775,2098.0776591527333
PGRMC1,0.08616187989556136,2097.6785777753475
NT5DC3,0.2402088772845953,2097.46770467377
AMDHD2,0.3838120104438642,2095.8707093352373
PRNP,0.2402088772845953,2094.7205582819615
RSPRY1,0.22715404699738903,2094.131505201428
SUPT7L,0.1174934725848564,2093.7165939879433
NT5C3B,0.32114882506527415,2093.2783891296353
LSM7,0.08093994778067885,2092.8551392287386
SUGP1,0.1462140992167102,2092.1366724536247
ARID4B,0.06788511749347259,2090.489754350471
TEN1,0.17493472584856398,2089.389416701981
RO60,0.08616187989556136,2088.9200716306905
A4GALT,0.5483028720626631,2088.472270446865
OASL,0.8224543080939948,2088.183000013672
FZD1,0.42297650130548303,2087.8725821223948
EMC7,0.10704960835509138,2086.780829220948
SNHG5,0.09399477806788512,2086.608970240455
TANK,0.1514360313315927,2085.72647738302
TRIP11,0.10966057441253264,2084.4736374448075
SLC4A1AP,0.09660574412532637,2083.2531133378
GSK3A,0.10966057441253264,2083.076838953972
WIPF1,0.45691906005221933,2082.4560031714336
CTSV,0.2950391644908616,2081.3819528932518
PNISR,0.10966057441253264,2080.5722526758973
ZNF777,0.3133159268929504,2080.5628203901383
PCYT1A,0.206266318537859,2079.9660027613368
RIOX2,0.2454308093994778,2079.720312222328
RIPOR1,0.28720626631853785,2078.080857927898
RFT1,0.29765013054830286,2077.7357046190805
NDUFS4,0.09138381201044386,2077.3085724440566
MEIS3,0.19321148825065274,2075.5834210490316
VEGFB,0.09138381201044386,2075.115716375267
ETNK2,0.6135770234986945,2072.8475113802574
NCOA5,0.22193211488250653,2072.726094623594
SUCLA2,0.10966057441253264,2072.0145311880583
CTR9,0.2297650130548303,2071.665878364525
H2AC11,0.2845953002610966,2069.8651593236104
RIT1,0.2584856396866841,2069.8401159214222
SH3KBP1,0.2193211488250653,2066.6055527456133
PHAF1,0.2584856396866841,2064.9435429852533
FAM107B,0.27154046997389036,2064.9432149057434
CFAP298-TCP10L,0.1122715404699739,2063.708979809439
VASP,0.09660574412532637,2061.311005700383
MRPL2,0.08093994778067885,2061.2690388637516
PHF23,0.2245430809399478,2060.2891200634326
ITPA,0.1227154046997389,2059.09290117972
FAM50B,0.3785900783289817,2057.856806966205
RBM28,0.1618798955613577,2056.5815072519217
CLBA1,0.1906005221932115,2052.7134635626703
RNF25,0.2506527415143603,2052.125340040739
GYG1,0.26109660574412535,2050.6869164627565
IWS1,0.15404699738903394,2049.419025877274
ENDOD1,0.4046997389033943,2047.37414733503
ERCC2,0.2793733681462141,2047.2525528686426
MYO9B,0.195822454308094,2046.3947890038676
CTSC,0.4804177545691906,2046.366902245992
KLHL5,0.38903394255874674,2043.9942996186087
CREG1,0.1122715404699739,2043.7833444971477
MYO18A,0.7284595300261096,2042.7449045152016
MTHFS,0.10966057441253264,2041.2990718084027
CYTOR,0.31592689295039167,2037.3513868194036
ACACA,0.46475195822454307,2036.6429811491007
H2BC12,0.09921671018276762,2036.4513827184128
UTP23,0.08616187989556136,2036.2368460623613
MRPS30,0.1122715404699739,2032.8365480568093
DLGAP5,0.6292428198433421,2032.1934302079167
C19orf54,0.1279373368146214,2030.544707667493
JMY,0.2819843342036554,2029.5880004921205
PPP4R3B,0.08616187989556136,2029.4440556094805
UBE2D2,0.0783289817232376,2028.726723442647
BTBD7,0.1618798955613577,2028.6085328011168
ZFP62,0.30548302872062666,2027.48121061337
GNPTAB,0.1906005221932115,2025.774677730236
CCDC85C,0.08093994778067885,2024.856342186921
SWI5,0.12532637075718014,2024.5055158366727
SP100,0.23759791122715404,2024.2299017128448
ACVR1,0.34986945169712796,2023.5339904036712
CCDC9,0.20887728459530025,2022.8674558801413
PRICKLE2-AS1,0.3237597911227154,2022.7645346055567
FKBP3,0.08616187989556136,2022.6517846158067
ACAD11,0.17232375979112272,2020.3715090290211
SMIM5,0.5744125326370757,2017.3790958675725
TBCE,0.10182767624020887,2016.5170669692275
ERLIN1,0.2010443864229765,2015.7612948204428
PEX11A,0.402088772845953,2015.09743961287
GPR37L1,0.35509138381201044,2015.0710975626396
MTERF4,0.2193211488250653,2013.9537817997912
AFAP1,0.4464751958224543,2013.2414801853654
AIMP1,0.09399477806788512,2013.148168906263
KBTBD6,0.4412532637075718,2010.9393326316138
HR,0.608355091383812,2010.2575560810883
TRRAP,0.09399477806788512,2010.187169357376
CETN2,0.10704960835509138,2009.4183287083217
IPO5,0.21409921671018275,2008.2386368296595
SLC9A3,0.2402088772845953,2007.194728855955
CDH24,0.45691906005221933,2006.4727762360992
DDI2,0.2819843342036554,2006.4295244214215
TAF2,0.13838120104438642,2006.0037045644033
CMYA5,0.5744125326370757,2005.6822686697697
PSEN2,0.4281984334203655,2003.921739368175
ZNF398,0.28720626631853785,2002.3916449086162
SDC2,0.4412532637075718,2002.358577228545
GLRA3,0.8798955613577023,2001.835946577706
VDAC1P8,0.10443864229765012,2001.2719232293941
TTC1,0.0783289817232376,2001.1981736907603
EML4,0.11488250652741515,2000.2811367954862
STK17A,0.12010443864229765,1999.1986111300955
NUP155,0.195822454308094,1997.5994285948634
PIF1,0.8772845953002611,1995.0372917036973
EFHD2,0.13315926892950392,1994.6029144396005
OXR1,0.13838120104438642,1993.3829097918072
MSH2,0.26370757180156656,1992.4873210941435
MFSD9,0.2924281984334204,1992.1563982338369
AGK,0.21671018276762402,1991.491900537227
LIN37,0.21409921671018275,1991.4125736470126
CNP,0.1618798955613577,1991.3306494607193
GALK2,0.22193211488250653,1989.0698672644965
NAGA,0.43342036553524804,1988.6847155960838
CEP104,0.16971279373368145,1988.346356267002
SLC22A23,0.4804177545691906,1986.9878063784054
LONRF2,0.4516971279373368,1985.541823301847
RAB2A,0.06788511749347259,1984.9859609311993
PPCS,0.08877284595300261,1983.7816767596669
CRISPLD2,0.556135770234987,1983.0929831996034
GTF3C2-AS1,0.13838120104438642,1982.555151531721
ENOPH1,0.13577023498694518,1981.1655024400932
TBC1D7,0.12532637075718014,1980.4275696143698
ADORA2B,0.6866840731070496,1979.9917023225257
APC,0.2689295039164491,1979.2821483739538
FAM98C,0.12532637075718014,1978.5089333315095
BUB1B,0.5953002610966057,1977.05027818409
BAIAP3,0.12010443864229765,1977.0417754569198
CPTP,0.22715404699738903,1975.5032602900758
SUMO2,0.06005221932114883,1974.970513854525
CHMP4C,0.1174934725848564,1974.8966139461127
MARVELD1,0.3785900783289817,1974.5228903804386
OSGIN2,0.1227154046997389,1973.2034503027896
FNIP1,0.13054830287206268,1972.9834319850168
EHD1,0.3342036553524804,1972.0639891733774
MKLN1,0.1566579634464752,1971.3638128306404
NMB,0.3263707571801567,1971.1814689759847
TMCO1,0.0731070496083551,1971.042240236218
NEK2,0.6736292428198434,1970.961477998172
TAPBPL,0.5744125326370757,1970.1654477601846
SNX9,0.17232375979112272,1968.6295572293673
C1orf35,0.10966057441253264,1968.2491080338477
ELOVL6,0.4621409921671018,1966.4627971511802
PRKACA,0.1279373368146214,1965.7059314040432
NUCKS1,0.10443864229765012,1963.7378234658877
NUP37,0.1618798955613577,1963.0330813500468
PTMS,0.10966057441253264,1960.8131860620867
PLCG2,0.45691906005221933,1960.7916421746263
H1-10-AS1,0.07049608355091384,1959.8649542739188
MAMDC4,0.07049608355091384,1958.8005823411172
VPS33B,0.3185378590078329,1957.791382445017
KDM6A,0.3028720626631854,1957.3755690128874
RNF13,0.11488250652741515,1957.0972755731143
SLC22A5,0.34203655352480417,1956.989433105958
RFC3,0.2950391644908616,1956.4549232430622
CREB3L1,0.8798955613577023,1955.3788087980051
ADAP1,0.3002610966057441,1955.1009254576002
TBC1D10A,0.2454308093994778,1952.8317225540998
USP15,0.10443864229765012,1952.464437548699
PLXDC2,0.30548302872062666,1950.349637062048
GPR107,0.2349869451697128,1949.5280302926774
UBE2E3,0.13054830287206268,1949.374188344973
LUC7L,0.1462140992167102,1949.1040422128951
CGREF1,0.381201044386423,1948.7378508058484
RAB4B,0.2010443864229765,1948.5304772189775
EEF1AKMT4-ECE2,0.1906005221932115,1948.1050127814344
UTP14A,0.20887728459530025,1947.8288245184779
MTX2,0.1174934725848564,1947.7338181619364
CHDH,0.5900783289817232,1946.538638196652
CHSY1,0.206266318537859,1945.5161100706748
PLLP,0.16449086161879894,1944.9007012699424
NDUFB3,0.08616187989556136,1944.4021024428253
LANCL1,0.195822454308094,1944.0276270282848
CYB5D2,0.3368146214099217,1943.8526376225207
CDK5RAP2,0.26370757180156656,1942.4451765477854
SLCO3A1,0.5796344647519582,1942.3754323130859
YJU2,0.17493472584856398,1941.835167388899
MFSD6,0.34464751958224543,1941.7561549082016
MBD4,0.1122715404699739,1938.911705603323
KAT14,0.14882506527415143,1938.551474307273
FHIP2A,0.2349869451697128,1938.5240386587022
SRR,0.10966057441253264,1938.4343635941102
SNX19,0.4804177545691906,1937.2839528112365
FLYWCH2,0.0783289817232376,1937.172487799542
TP53TG1,0.12010443864229765,1936.777001626724
OGG1,0.2584856396866841,1935.0514127923643
C2orf68,0.185378590078329,1934.5509821880162
WWP1,0.185378590078329,1932.6890626495165
PRORP,0.1227154046997389,1932.6022992905282
PRKCI,0.13838120104438642,1932.252388828891
REPS1,0.206266318537859,1931.182931663771
TUBGCP3,0.2741514360313316,1931.0363211351566
BLOC1S3,0.1618798955613577,1930.511011168374
MCU,0.14360313315926893,1927.8052984839965
CLEC16A,0.3263707571801567,1926.97442346862
RTEL1,0.5117493472584856,1926.0451246018674
PRR5-ARHGAP8,0.26370757180156656,1925.4481702732774
SAMD11,0.1174934725848564,1924.3236777712502
DHRS2,0.6919060052219321,1923.731959044737
MCM9,0.15404699738903394,1920.820622530858
TMEM187,0.3002610966057441,1920.7112900359537
LRRC47,0.16971279373368145,1919.4501797602304
MAPK7,0.2950391644908616,1919.036799584435
DPY30,0.07049608355091384,1917.917870764016
HPS4,0.3577023498694517,1917.209779503229
ACOT2,0.2845953002610966,1916.5100405998346
MED23,0.2245430809399478,1916.4499747105383
LNX1,0.1462140992167102,1911.432600166775
RAB3GAP2,0.2506527415143603,1909.4957281314544
RHNO1,0.26370757180156656,1909.273864366466
RELT,0.4934725848563969,1908.642201960268
THBS3,0.6266318537859008,1908.473364045223
ATP6V0E2,0.2793733681462141,1907.0065205801495
TMUB1,0.07571801566579635,1906.8824518474967
ELF3-AS1,0.13054830287206268,1905.934493458916
RIOX1,0.412532637075718,1902.8496165570796
DTNB,0.24281984334203655,1902.0226101458566
RBIS,0.10443864229765012,1901.1873333971266
FGFR2,0.5796344647519582,1900.4086777029022
ADCK5,0.4960835509138381,1898.9586619824272
LDAF1,0.19843342036553524,1898.8965319262352
LPCAT3,0.3733681462140992,1898.5322133063614
WWC3,0.370757180156658,1898.0835782537938
KCTD15,0.5143603133159269,1896.624677046725
NISCH,0.30809399477806787,1896.1480185364953
TUT7,0.15926892950391644,1895.3503615709524
PUS7,0.1514360313315927,1895.1738547974787
TOP1,0.08877284595300261,1894.527620193294
USP48,0.13577023498694518,1894.4831380804621
TXNRD2,0.21409921671018275,1894.1026752149633
PCDHGC3,0.21148825065274152,1892.551761376839
ADPRHL1,0.381201044386423,1892.0295408253896
GON4L,0.1906005221932115,1891.7438655967635
ASH2L,0.2010443864229765,1889.8122291635343
TRAPPC9,0.25326370757180156,1889.4552513225701
GMIP,0.45691906005221933,1887.0458627807498
ZMAT2,0.09399477806788512,1886.7874728309155
CDKN2B,0.6736292428198434,1886.398917337629
ZSWIM8,0.3785900783289817,1886.3425833527028
FAM222B,0.1122715404699739,1885.5401008844483
ZNF134,0.402088772845953,1885.287042226566
SLC43A2,0.4934725848563969,1884.4115620685411
ZNF841,0.47780678851174935,1883.662187470105
AMZ1,0.5195822454308094,1883.3991907372124
NECAP1,0.1462140992167102,1882.868248738945
ARL3,0.08616187989556136,1882.6349295312582
PML,0.35509138381201044,1881.6108156876735
SUSD2,0.720626631853786,1880.8526512925068
ZC3H7A,0.12010443864229765,1879.4028269517319
GAPDHP1,0.07571801566579635,1879.3135483165418
NME6,0.20887728459530025,1877.6999166131268
ACTG2,0.8407310704960835,1877.5567782592766
FOCAD,0.3785900783289817,1876.5121184367085
BIK,0.5326370757180157,1875.407679794403
RARS2,0.10966057441253264,1873.3041160307862
MTMR11,0.4412532637075718,1872.5954506308797
ZC3HC1,0.30809399477806787,1871.9260180717122
CD46,0.10182767624020887,1870.2625046136163
SLC15A4,0.1801566579634465,1869.801757959343
PCGF3,0.12010443864229765,1868.3006985359448
TMEM123,0.14360313315926893,1864.9530846308435
CUEDC1,0.2898172323759791,1864.7076401514573
GLCCI1,0.25326370757180156,1864.655899279594
UHRF1BP1,0.13315926892950392,1863.449769660845
CHMP2B,0.09399477806788512,1861.3522206881462
FAM104A,0.09138381201044386,1861.336923981245
ZP3,0.32114882506527415,1859.8740174702332
MOGS,0.3524804177545692,1859.8393640725617
HAUS5,0.31592689295039167,1858.8260358426835
IFT46,0.2793733681462141,1858.7857504135186
ISY1-RAB43,0.09921671018276762,1858.6794389840459
GALNT7,0.23237597911227154,1856.986699110082
WNT11,0.8903394255874674,1855.9458805517095
ZNF28,0.13577023498694518,1855.6277527920904
ANKRD10,0.1227154046997389,1855.3531092368057
CCNQ,0.2584856396866841,1854.6111847771087
PIN1,0.1409921671018277,1854.3243476002353
DDX59,0.2454308093994778,1853.8127622927295
HEBP1,0.1514360313315927,1853.03831695214
BFAR,0.16449086161879894,1852.1361119844707
PTEN,0.08093994778067885,1851.810041966834
ALKBH2,0.2506527415143603,1850.6667122332615
SLC16A1,0.42036553524804177,1850.2872609462327
SERGEF,0.3342036553524804,1849.2807540360595
DHRSX,0.16971279373368145,1848.4677046737663
INTS4,0.18798955613577023,1846.6093940098137
TRAF4,0.1174934725848564,1845.4317526280565
RPE,0.10443864229765012,1844.6612032315848
NCKAP1,0.1174934725848564,1844.610036498845
TMEM26,0.7154046997389034,1841.8657197927575
CLUHP3,0.5587467362924282,1841.170833732034
HPRT1,0.13577023498694518,1840.6658236846085
PLEKHG3,0.5456919060052219,1839.9001954807056
VPS37B,0.17754569190600522,1839.5644197777256
GTF3C4,0.2558746736292428,1839.5019206320992
KRT83,0.597911227154047,1838.9900892649634
USP30,0.2793733681462141,1838.070250023921
OXSR1,0.15926892950391644,1836.2826268232336
OCRL,0.4360313315926893,1836.0558418656788
MUTYH,0.391644908616188,1834.3193580577617
MIR3615,0.1227154046997389,1833.86614356212
TRMU,0.26109660574412535,1833.813035692313
PCSK7,0.4464751958224543,1832.9766790152157
EIF2B3,0.3368146214099217,1831.9053764028833
FAM210A,0.18798955613577023,1830.942859486283
ZFHX2-AS1,0.08616187989556136,1830.4636173499387
C6orf47,0.31070496083550914,1830.3837163205858
SNX21,0.18276762402088773,1830.24879362432
NCAPD3,0.26370757180156656,1829.8235889163827
ZNF133,0.5404699738903395,1829.5267999945322
RBFOX2,0.22715404699738903,1828.7180019958175
RNASEH1,0.17232375979112272,1828.0353095566861
MELK,0.5509138381201044,1827.3615299440794
TUBGCP4,0.1618798955613577,1826.7160881987056
SDSL,0.3577023498694517,1826.2352740147448
NIPA2,0.23237597911227154,1825.964307683899
WWC1,0.3472584856396867,1824.6650581657627
SUGP2,0.1566579634464752,1824.5246948177085
IGSF9,0.4151436031331593,1824.503738739352
MFSD14A,0.19843342036553524,1824.323130972072
ZNF346,0.3785900783289817,1823.173253318387
MUCL1,0.7049608355091384,1823.0938033983623
TCF19,0.6109660574412533,1822.2980465599442
FYN,0.6475195822454308,1821.186103098982
UBE2F-SCLY,0.18276762402088773,1819.989433105953
PLSCR3,0.20365535248041775,1817.984703293098
H2BC4,0.24281984334203655,1817.7008051617859
POC1A,0.5456919060052219,1816.0713436222725
ZMIZ2,0.27676240208877284,1815.6107336677853
IKBKB,0.3681462140992167,1815.0691564255683
CDK5,0.31592689295039167,1814.9867127800646
PTRHD1,0.09660574412532637,1813.1476767870104
ORC1,0.7101827676240209,1813.0006424890196
CNTROB,0.4386422976501306,1812.9717441526732
RAB5A,0.10966057441253264,1812.6596721938954
LARP4,0.15926892950391644,1809.9037223353805
CAMTA2,0.36553524804177545,1808.5540579333776
THBD,0.7597911227154047,1808.198324060542
IFIT2,0.97911227154047,1807.7560728883157
ZHX2,0.3185378590078329,1807.6758711194361
LSM5,0.09399477806788512,1807.551023197955
TRIM3,0.5718015665796344,1806.3504435908326
PIGH,0.26370757180156656,1803.914330239359
LRBA,0.23759791122715404,1802.2946564050687
UACA,0.1906005221932115,1801.5802222738653
PHKA1,0.43342036553524804,1801.364400639762
ALKBH3,0.3185378590078329,1801.3061391877343
BAX,0.11488250652741515,1800.7620193293508
KDM2B,0.21671018276762402,1800.6753926701572
HECTD4,0.32114882506527415,1797.0918896012513
U2AF1L4,0.1122715404699739,1794.7022815195542
RPS6KA5,0.31070496083550914,1794.0204776290775
RYK,0.15926892950391644,1793.047954287589
USP21,0.2349869451697128,1791.1268984183787
NBDY,0.09138381201044386,1790.1635886429817
SEMA4D,0.5117493472584856,1789.69485872076
HEATR5A,0.2819843342036554,1789.4538433146968
MAST4,0.4386422976501306,1788.3026260030274
HTATIP2,0.1279373368146214,1787.7523683239228
ADAM17,0.1279373368146214,1786.6087515207867
ACAD8,0.4386422976501306,1785.3343950350572
ZFYVE26,0.5091383812010444,1785.2979098601515
MATN3,0.6553524804177546,1785.0803794786211
ACTR10,0.13577023498694518,1783.8804833704698
ZNF771,0.09138381201044386,1783.51042335926
ASCC1,0.0835509138381201,1783.3133432668515
ARID1B,0.26370757180156656,1783.0270118792112
TADA1,0.1671018276762402,1782.9981818927467
ACAT1,0.2010443864229765,1781.6293248397194
BAZ2B,0.185378590078329,1781.2503930119062
ATF6B,0.2193211488250653,1779.6512378166321
TMEM177,0.29765013054830286,1778.9220127677634
FAM13A,0.6318537859007833,1778.8713928342008
MCC,0.4281984334203655,1778.00511257228
ALKBH7,0.14882506527415143,1776.9723182918053
LRIG3,0.5848563968668408,1776.6642379670002
KCNK2,0.6579634464751958,1776.4119858378976
SUSD4,0.412532637075718,1774.7241534865232
